;segment;name;time_of_day;location;weather;TYPE_VEHICLE_LASER;TYPE_SIGN_LASER;TYPE_VEHICLE_CAMERA;TYPE_PEDESTRIAN_CAMERA;TYPE_PEDESTRIAN_LASER;TYPE_CYCLIST_CAMERA;TYPE_CYCLIST_LASER
18077;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;8.0;23.0;;
18078;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;8.0;23.0;;
18079;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;10.0;23.0;;
18080;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;12.0;23.0;;
18081;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;15.0;24.0;;
18082;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;14.0;24.0;;
18083;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;14.0;24.0;;
18084;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;15.0;24.0;;
18085;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;16.0;24.0;;
18086;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;10.0;16.0;25.0;;
18087;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;9.0;17.0;25.0;;
18088;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;9.0;17.0;25.0;;
18089;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;9.0;17.0;26.0;;
18090;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;10.0;17.0;26.0;;
18091;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;10.0;17.0;26.0;;
18092;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;12.0;17.0;26.0;;
18093;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;12.0;19.0;26.0;;
18094;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;12.0;17.0;26.0;;
18095;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;12.0;18.0;26.0;;
18096;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;11.0;18.0;26.0;;
18097;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;10.0;18.0;29.0;;
18098;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;12.0;19.0;29.0;;
18099;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;12.0;18.0;29.0;;
18100;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;15.0;31.0;;
18101;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;15.0;31.0;;
18102;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;17.0;30.0;;
18103;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;12.0;17.0;31.0;;
18104;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;10.0;17.0;33.0;;
18105;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;11.0;18.0;35.0;;
18106;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;14.0;20.0;36.0;;
18107;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;14.0;21.0;38.0;;
18108;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;14.0;21.0;40.0;;
18109;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;34.0;8.0;15.0;20.0;40.0;;
18110;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;15.0;19.0;41.0;;
18111;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;9.0;16.0;22.0;43.0;;
18112;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;9.0;16.0;22.0;46.0;;
18113;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;9.0;18.0;22.0;47.0;;
18114;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;9.0;20.0;27.0;47.0;;
18115;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;9.0;22.0;30.0;48.0;;
18116;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;9.0;21.0;32.0;50.0;;
18117;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;9.0;22.0;40.0;50.0;;
18118;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;9.0;23.0;41.0;50.0;;
18119;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;25.0;40.0;50.0;;
18120;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;25.0;36.0;50.0;;
18121;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;25.0;37.0;50.0;;
18122;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;25.0;40.0;50.0;;
18123;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;37.0;8.0;27.0;40.0;50.0;;
18124;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;37.0;8.0;28.0;44.0;51.0;;
18125;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;37.0;8.0;30.0;44.0;51.0;;
18126;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;37.0;8.0;32.0;46.0;52.0;;
18127;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;48.0;52.0;;
18128;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;33.0;48.0;52.0;;
18129;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;33.0;47.0;52.0;;
18130;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;33.0;47.0;52.0;;
18131;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;33.0;47.0;52.0;;
18132;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;31.0;48.0;52.0;;
18133;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;8.0;31.0;50.0;52.0;;
18134;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;51.0;51.0;;
18135;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;52.0;51.0;;
18136;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;31.0;55.0;51.0;;
18137;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;57.0;52.0;;
18138;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;58.0;52.0;;
18139;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;34.0;59.0;53.0;;
18140;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;35.0;60.0;53.0;;
18141;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;34.0;61.0;53.0;;
18142;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;55.0;53.0;;
18143;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;8.0;32.0;55.0;53.0;;
18144;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;7.0;33.0;54.0;53.0;;
18145;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;36.0;7.0;34.0;57.0;53.0;;
18146;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;35.0;7.0;34.0;59.0;53.0;;
18147;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;7.0;34.0;57.0;52.0;;
18148;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;7.0;34.0;59.0;52.0;;
18149;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;7.0;34.0;57.0;52.0;;
18150;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;7.0;33.0;58.0;52.0;;
18151;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;7.0;33.0;60.0;52.0;;
18152;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;33.0;62.0;51.0;;
18153;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;9.0;30.0;65.0;50.0;;
18154;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;9.0;32.0;64.0;50.0;;
18155;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;34.0;63.0;50.0;;
18156;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;35.0;60.0;50.0;;
18157;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;35.0;59.0;50.0;;
18158;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;8.0;34.0;61.0;50.0;;
18159;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;9.0;32.0;62.0;51.0;;
18160;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;9.0;33.0;62.0;51.0;;
18161;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;33.0;9.0;32.0;57.0;50.0;;
18162;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;9.0;32.0;58.0;50.0;;
18163;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;9.0;32.0;56.0;50.0;;
18164;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;9.0;30.0;56.0;50.0;;
18165;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;9.0;31.0;53.0;50.0;;
18166;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;9.0;31.0;55.0;51.0;;
18167;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;32.0;50.0;50.0;;
18168;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;33.0;49.0;50.0;;
18169;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;32.0;49.0;50.0;;
18170;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;31.0;47.0;50.0;;
18171;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;33.0;50.0;50.0;;
18172;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;32.0;50.0;52.0;;
18173;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;30.0;10.0;33.0;46.0;52.0;;
18174;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;29.0;10.0;33.0;44.0;52.0;;
18175;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;44.0;52.0;;
18176;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;44.0;52.0;;
18177;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;32.0;47.0;52.0;;
18178;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;34.0;48.0;52.0;;
18179;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;34.0;49.0;53.0;;
18180;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;50.0;53.0;;
18181;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;50.0;53.0;;
18182;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;49.0;53.0;;
18183;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;50.0;53.0;;
18184;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;10.0;33.0;51.0;53.0;;
18185;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;33.0;51.0;53.0;;
18186;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;34.0;49.0;53.0;;
18187;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;34.0;50.0;54.0;;
18188;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;33.0;47.0;54.0;;
18189;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;34.0;45.0;54.0;;
18190;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;34.0;43.0;54.0;;
18191;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;34.0;46.0;54.0;;
18192;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;28.0;11.0;35.0;47.0;54.0;;
18193;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;11.0;35.0;47.0;55.0;;
18194;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;36.0;50.0;54.0;;
18195;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;36.0;56.0;55.0;;
18196;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;36.0;58.0;54.0;;
18197;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;36.0;61.0;56.0;;
18198;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;37.0;67.0;57.0;;
18199;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;37.0;66.0;56.0;;
18200;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;11.0;39.0;69.0;56.0;;
18201;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;39.0;69.0;57.0;;
18202;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;39.0;69.0;56.0;;
18203;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;38.0;72.0;56.0;;
18204;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;38.0;73.0;56.0;;
18205;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;38.0;74.0;57.0;;
18206;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;37.0;74.0;57.0;;
18207;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;37.0;74.0;57.0;;
18208;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;11.0;38.0;76.0;57.0;;
18209;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;37.0;76.0;57.0;;
18210;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;37.0;77.0;56.0;;
18211;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;37.0;76.0;56.0;;
18212;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;38.0;73.0;56.0;;
18213;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;39.0;74.0;56.0;;
18214;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;40.0;74.0;55.0;;
18215;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;10.0;39.0;76.0;56.0;;
18216;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;10.0;40.0;74.0;56.0;;
18217;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;10.0;39.0;74.0;56.0;;
18218;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;10.0;38.0;77.0;56.0;;
18219;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;27.0;10.0;38.0;76.0;56.0;;
18220;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;40.0;78.0;56.0;;
18221;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;39.0;77.0;56.0;;
18222;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;38.0;80.0;56.0;;
18223;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;38.0;80.0;56.0;;
18224;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;36.0;79.0;56.0;;
18225;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;37.0;79.0;56.0;;
18226;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;26.0;10.0;37.0;81.0;56.0;;
18227;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;36.0;81.0;56.0;;
18228;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;37.0;82.0;55.0;;
18229;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;37.0;82.0;55.0;;
18230;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;35.0;80.0;55.0;;
18231;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;35.0;83.0;54.0;;
18232;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;25.0;10.0;35.0;83.0;54.0;;
18233;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;24.0;10.0;37.0;83.0;53.0;;
18234;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;24.0;10.0;38.0;84.0;52.0;;
18235;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;24.0;10.0;38.0;84.0;52.0;;
18236;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;24.0;10.0;39.0;83.0;52.0;;
18237;segment-11967272535264406807_580_000_600_000_with_camera_labels.tfrecord;11967272535264406807_580_000_600_000;Day;location_sf;sunny;24.0;10.0;39.0;84.0;52.0;;
